Vocabulary Size:  27710
Total number of model parameters: 5.81M
| epoch   1 |   500/15983 batches | lr 20.00 | ms/batch 11.58 | loss  9.18 | ppl  9669.91
| epoch   3 | 10500/15983 batches | lr 20.00 | ms/batch  8.07 | loss  7.40 | ppl  1628.75
| epoch   3 | 11000/15983 batches | lr 20.00 | ms/batch  7.55 | loss  7.36 | ppl  1572.19
| epoch   3 | 11500/15983 batches | lr 20.00 | ms/batch  8.22 | loss  7.28 | ppl  1457.76
| epoch   3 | 12000/15983 batches | lr 20.00 | ms/batch  8.11 | loss  7.26 | ppl  1427.12
| epoch   3 | 12500/15983 batches | lr 20.00 | ms/batch  7.70 | loss  7.33 | ppl  1518.94
| epoch   3 | 13000/15983 batches | lr 20.00 | ms/batch  7.89 | loss  7.31 | ppl  1488.74
| epoch   3 | 13500/15983 batches | lr 20.00 | ms/batch  7.67 | loss  7.36 | ppl  1573.44
| epoch   3 | 14000/15983 batches | lr 20.00 | ms/batch  7.98 | loss  7.33 | ppl  1522.17
| epoch   3 | 14500/15983 batches | lr 20.00 | ms/batch  7.73 | loss  7.29 | ppl  1470.69
| epoch   3 | 15000/15983 batches | lr 20.00 | ms/batch  7.54 | loss  7.38 | ppl  1608.02
| epoch   3 | 15500/15983 batches | lr 20.00 | ms/batch  7.46 | loss  7.31 | ppl  1501.72
-----------------------------------------------------------------------------------------
| end of epoch   3 | time: 124.39s | valid loss  9.82 | valid ppl 18394.88
-----------------------------------------------------------------------------------------
| epoch   4 |   500/15983 batches | lr 5.00 | ms/batch  7.80 | loss  6.59 | ppl   724.19
| epoch   4 |  1000/15983 batches | lr 5.00 | ms/batch  7.76 | loss  6.59 | ppl   727.84
| epoch   4 |  1500/15983 batches | lr 5.00 | ms/batch  7.59 | loss  6.62 | ppl   753.30
| epoch   4 |  2000/15983 batches | lr 5.00 | ms/batch  7.73 | loss  6.55 | ppl   695.81
| epoch   4 |  2500/15983 batches | lr 5.00 | ms/batch  7.43 | loss  6.48 | ppl   654.56
| epoch   4 |  3000/15983 batches | lr 5.00 | ms/batch  7.47 | loss  6.56 | ppl   709.76
| epoch   4 |  3500/15983 batches | lr 5.00 | ms/batch  7.83 | loss  6.58 | ppl   720.88
| epoch   4 |  4000/15983 batches | lr 5.00 | ms/batch  7.51 | loss  6.61 | ppl   745.84
| epoch   4 |  4500/15983 batches | lr 5.00 | ms/batch  8.00 | loss  6.63 | ppl   754.62
| epoch   4 |  5000/15983 batches | lr 5.00 | ms/batch  7.98 | loss  6.63 | ppl   757.81
| epoch   4 |  5500/15983 batches | lr 5.00 | ms/batch  7.96 | loss  6.60 | ppl   734.73
| epoch   4 |  6000/15983 batches | lr 5.00 | ms/batch  8.01 | loss  6.61 | ppl   740.02
| epoch   4 |  6500/15983 batches | lr 5.00 | ms/batch  7.84 | loss  6.56 | ppl   707.43
| epoch   4 |  7000/15983 batches | lr 5.00 | ms/batch  7.57 | loss  6.59 | ppl   724.60
| epoch   4 |  7500/15983 batches | lr 5.00 | ms/batch  7.49 | loss  6.56 | ppl   708.56
| epoch   4 |  8000/15983 batches | lr 5.00 | ms/batch  7.72 | loss  6.61 | ppl   743.91
| epoch   4 |  8500/15983 batches | lr 5.00 | ms/batch  7.75 | loss  6.56 | ppl   707.20
| epoch   4 |  9000/15983 batches | lr 5.00 | ms/batch  7.65 | loss  6.53 | ppl   683.16
| epoch   4 |  9500/15983 batches | lr 5.00 | ms/batch  7.50 | loss  6.55 | ppl   697.92
| epoch   4 | 10000/15983 batches | lr 5.00 | ms/batch  7.75 | loss  6.56 | ppl   709.28
| epoch   4 | 10500/15983 batches | lr 5.00 | ms/batch  7.89 | loss  6.57 | ppl   716.44
| epoch   4 | 11000/15983 batches | lr 5.00 | ms/batch  7.85 | loss  6.56 | ppl   704.01
| epoch   4 | 11500/15983 batches | lr 5.00 | ms/batch  7.94 | loss  6.56 | ppl   703.64
| epoch   4 | 12000/15983 batches | lr 5.00 | ms/batch  7.87 | loss  6.53 | ppl   683.10
| epoch   4 | 12500/15983 batches | lr 5.00 | ms/batch  7.72 | loss  6.50 | ppl   666.31
| epoch   4 | 13000/15983 batches | lr 5.00 | ms/batch  7.50 | loss  6.54 | ppl   689.56
| epoch   4 | 13500/15983 batches | lr 5.00 | ms/batch  7.49 | loss  6.56 | ppl   708.09
| epoch   4 | 14000/15983 batches | lr 5.00 | ms/batch  7.41 | loss  6.58 | ppl   722.28
| epoch   4 | 14500/15983 batches | lr 5.00 | ms/batch  7.47 | loss  6.49 | ppl   660.06
| epoch   4 | 15000/15983 batches | lr 5.00 | ms/batch  7.99 | loss  6.48 | ppl   651.00
| epoch   4 | 15500/15983 batches | lr 5.00 | ms/batch  8.03 | loss  6.51 | ppl   671.88
-----------------------------------------------------------------------------------------
| end of epoch   4 | time: 124.55s | valid loss  6.60 | valid ppl   735.52
-----------------------------------------------------------------------------------------
| epoch   5 |   500/15983 batches | lr 5.00 | ms/batch  7.55 | loss  6.56 | ppl   708.54
| epoch   5 |  1000/15983 batches | lr 5.00 | ms/batch  7.49 | loss  6.58 | ppl   717.27
| epoch   5 |  1500/15983 batches | lr 5.00 | ms/batch  7.42 | loss  6.61 | ppl   740.66
| epoch   5 |  2000/15983 batches | lr 5.00 | ms/batch  7.75 | loss  6.53 | ppl   687.23
| epoch   5 |  2500/15983 batches | lr 5.00 | ms/batch  7.47 | loss  6.47 | ppl   648.65
| epoch   5 |  3000/15983 batches | lr 5.00 | ms/batch  7.51 | loss  6.55 | ppl   701.88
| epoch   5 |  3500/15983 batches | lr 5.00 | ms/batch  7.51 | loss  6.57 | ppl   712.36
| epoch   5 |  4000/15983 batches | lr 5.00 | ms/batch  7.81 | loss  6.60 | ppl   732.84
| epoch   5 |  4500/15983 batches | lr 5.00 | ms/batch  7.60 | loss  6.61 | ppl   744.04
| epoch   5 |  5000/15983 batches | lr 5.00 | ms/batch  7.48 | loss  6.62 | ppl   746.47
| epoch   5 |  5500/15983 batches | lr 5.00 | ms/batch  7.53 | loss  6.58 | ppl   723.96
| epoch   5 |  6000/15983 batches | lr 5.00 | ms/batch  7.54 | loss  6.59 | ppl   729.30
| epoch   5 |  6500/15983 batches | lr 5.00 | ms/batch  7.40 | loss  6.55 | ppl   699.27
| epoch   5 |  7000/15983 batches | lr 5.00 | ms/batch  7.42 | loss  6.57 | ppl   713.84
| epoch   5 |  7500/15983 batches | lr 5.00 | ms/batch  7.53 | loss  6.55 | ppl   700.16
| epoch   5 |  8000/15983 batches | lr 5.00 | ms/batch  7.40 | loss  6.60 | ppl   734.24
| epoch   5 |  8500/15983 batches | lr 5.00 | ms/batch  7.38 | loss  6.55 | ppl   696.24
| epoch   5 |  9000/15983 batches | lr 5.00 | ms/batch  7.33 | loss  6.51 | ppl   674.24
| epoch   5 |  9500/15983 batches | lr 5.00 | ms/batch  7.39 | loss  6.54 | ppl   690.57
| epoch   5 | 10000/15983 batches | lr 5.00 | ms/batch  7.45 | loss  6.55 | ppl   701.41
| epoch   5 | 10500/15983 batches | lr 5.00 | ms/batch  7.44 | loss  6.56 | ppl   708.68
| epoch   5 | 11000/15983 batches | lr 5.00 | ms/batch  7.51 | loss  6.54 | ppl   694.44
| epoch   5 | 11500/15983 batches | lr 5.00 | ms/batch  7.43 | loss  6.54 | ppl   695.40
| epoch   5 | 12000/15983 batches | lr 5.00 | ms/batch  7.45 | loss  6.52 | ppl   675.75
| epoch   5 | 12500/15983 batches | lr 5.00 | ms/batch  7.40 | loss  6.49 | ppl   659.85
| epoch   5 | 13000/15983 batches | lr 5.00 | ms/batch  7.45 | loss  6.52 | ppl   681.90
| epoch   5 | 13500/15983 batches | lr 5.00 | ms/batch  7.44 | loss  6.55 | ppl   699.48
| epoch   5 | 14000/15983 batches | lr 5.00 | ms/batch  7.62 | loss  6.57 | ppl   714.13
| epoch   5 | 14500/15983 batches | lr 5.00 | ms/batch  7.52 | loss  6.48 | ppl   654.13
| epoch   5 | 15000/15983 batches | lr 5.00 | ms/batch  8.19 | loss  6.47 | ppl   644.98
| epoch   5 | 15500/15983 batches | lr 5.00 | ms/batch  7.45 | loss  6.50 | ppl   664.49
-----------------------------------------------------------------------------------------
| end of epoch   5 | time: 121.11s | valid loss  6.62 | valid ppl   752.65
-----------------------------------------------------------------------------------------
| epoch   6 |   500/15983 batches | lr 1.25 | ms/batch  7.46 | loss  6.55 | ppl   698.04
| epoch   6 |  1000/15983 batches | lr 1.25 | ms/batch  7.46 | loss  6.56 | ppl   706.89
| epoch   6 |  1500/15983 batches | lr 1.25 | ms/batch  7.48 | loss  6.59 | ppl   726.29
| epoch   6 |  2000/15983 batches | lr 1.25 | ms/batch  7.44 | loss  6.52 | ppl   676.87
| epoch   6 |  2500/15983 batches | lr 1.25 | ms/batch  7.47 | loss  6.47 | ppl   642.27
| epoch   6 |  3000/15983 batches | lr 1.25 | ms/batch  7.42 | loss  6.54 | ppl   692.80
| epoch   6 |  3500/15983 batches | lr 1.25 | ms/batch  7.71 | loss  6.56 | ppl   703.41
| epoch   6 |  4000/15983 batches | lr 1.25 | ms/batch  7.52 | loss  6.59 | ppl   724.23
| epoch   6 |  4500/15983 batches | lr 1.25 | ms/batch  7.45 | loss  6.60 | ppl   734.22
| epoch   6 |  5000/15983 batches | lr 1.25 | ms/batch  7.48 | loss  6.60 | ppl   735.14
| epoch   6 |  5500/15983 batches | lr 1.25 | ms/batch  7.54 | loss  6.57 | ppl   712.81
| epoch   6 |  6000/15983 batches | lr 1.25 | ms/batch  7.54 | loss  6.57 | ppl   716.16
| epoch   6 |  6500/15983 batches | lr 1.25 | ms/batch  7.44 | loss  6.54 | ppl   691.80
| epoch   6 |  7000/15983 batches | lr 1.25 | ms/batch  7.49 | loss  6.56 | ppl   703.67
| epoch   6 |  7500/15983 batches | lr 1.25 | ms/batch  7.48 | loss  6.53 | ppl   688.21
| epoch   6 |  8000/15983 batches | lr 1.25 | ms/batch  7.87 | loss  6.58 | ppl   723.35
| epoch   6 |  8500/15983 batches | lr 1.25 | ms/batch  7.60 | loss  6.53 | ppl   685.91
| epoch   6 |  9000/15983 batches | lr 1.25 | ms/batch  8.03 | loss  6.50 | ppl   665.73
| epoch   6 |  9500/15983 batches | lr 1.25 | ms/batch  7.95 | loss  6.53 | ppl   682.21
| epoch   6 | 10000/15983 batches | lr 1.25 | ms/batch  7.77 | loss  6.54 | ppl   691.22
| epoch   6 | 10500/15983 batches | lr 1.25 | ms/batch  8.22 | loss  6.55 | ppl   699.78
| epoch   6 | 11000/15983 batches | lr 1.25 | ms/batch  7.89 | loss  6.53 | ppl   683.57
| epoch   6 | 11500/15983 batches | lr 1.25 | ms/batch  7.86 | loss  6.53 | ppl   686.02
| epoch   6 | 12000/15983 batches | lr 1.25 | ms/batch  7.96 | loss  6.50 | ppl   667.47
| epoch   6 | 12500/15983 batches | lr 1.25 | ms/batch  8.22 | loss  6.48 | ppl   651.89
| epoch   6 | 13000/15983 batches | lr 1.25 | ms/batch  8.38 | loss  6.51 | ppl   672.15
| epoch   6 | 13500/15983 batches | lr 1.25 | ms/batch  7.47 | loss  6.54 | ppl   688.93
| epoch   6 | 14000/15983 batches | lr 1.25 | ms/batch  7.40 | loss  6.56 | ppl   704.45
| epoch   6 | 14500/15983 batches | lr 1.25 | ms/batch  8.12 | loss  6.47 | ppl   648.03
| epoch   6 | 15000/15983 batches | lr 1.25 | ms/batch  7.92 | loss  6.46 | ppl   638.18
| epoch   6 | 15500/15983 batches | lr 1.25 | ms/batch  7.48 | loss  6.49 | ppl   656.47
-----------------------------------------------------------------------------------------
| end of epoch   6 | time: 123.87s | valid loss  6.60 | valid ppl   735.21
-----------------------------------------------------------------------------------------
=========================================================================================
| End of training | test loss  6.64 | test ppl   764.47
=========================================================================================
