Vocabulary Size:  27710
Total number of model parameters: 12.32M
| epoch   1 |   500/15983 batches | lr 20.00 | ms/batch  5.60 | loss  6.87 | ppl   961.46
-----------------------------------------------------------------------------------------
| end of epoch   2 | time: 82.38s | valid loss  5.07 | valid ppl   159.27
-----------------------------------------------------------------------------------------
| epoch   3 |   500/15983 batches | lr 20.00 | ms/batch  5.10 | loss  4.90 | ppl   134.43
| epoch   3 |  1000/15983 batches | lr 20.00 | ms/batch  5.09 | loss  4.91 | ppl   135.06
| epoch   3 |  1500/15983 batches | lr 20.00 | ms/batch  5.10 | loss  4.91 | ppl   136.07
| epoch   3 |  2000/15983 batches | lr 20.00 | ms/batch  5.11 | loss  4.85 | ppl   127.64
| epoch   3 |  2500/15983 batches | lr 20.00 | ms/batch  5.09 | loss  4.84 | ppl   126.27
| epoch   3 |  3000/15983 batches | lr 20.00 | ms/batch  5.09 | loss  4.88 | ppl   131.40
| epoch   3 |  3500/15983 batches | lr 20.00 | ms/batch  5.08 | loss  4.89 | ppl   132.70
| epoch   3 |  4000/15983 batches | lr 20.00 | ms/batch  5.07 | loss  4.88 | ppl   131.51
| epoch   3 |  4500/15983 batches | lr 20.00 | ms/batch  5.09 | loss  4.89 | ppl   132.41
| epoch   3 |  5000/15983 batches | lr 20.00 | ms/batch  5.08 | loss  4.89 | ppl   133.47
| epoch   3 |  5500/15983 batches | lr 20.00 | ms/batch  5.08 | loss  4.88 | ppl   131.96
| epoch   3 |  6000/15983 batches | lr 20.00 | ms/batch  5.09 | loss  4.90 | ppl   133.71
| epoch   3 |  6500/15983 batches | lr 20.00 | ms/batch  5.08 | loss  4.86 | ppl   128.53
| epoch   3 |  7000/15983 batches | lr 20.00 | ms/batch  5.10 | loss  4.87 | ppl   129.81
| epoch   3 |  7500/15983 batches | lr 20.00 | ms/batch  5.09 | loss  4.84 | ppl   126.16
| epoch   3 |  8000/15983 batches | lr 20.00 | ms/batch  5.08 | loss  4.91 | ppl   134.97
| epoch   3 |  8500/15983 batches | lr 20.00 | ms/batch  5.09 | loss  4.85 | ppl   128.24
| epoch   3 |  9000/15983 batches | lr 20.00 | ms/batch  5.08 | loss  4.82 | ppl   123.43
| epoch   3 |  9500/15983 batches | lr 20.00 | ms/batch  5.09 | loss  4.83 | ppl   125.18
| epoch   3 | 10000/15983 batches | lr 20.00 | ms/batch  5.09 | loss  4.81 | ppl   122.58
| epoch   3 | 10500/15983 batches | lr 20.00 | ms/batch  5.09 | loss  4.86 | ppl   128.69
| epoch   3 | 11000/15983 batches | lr 20.00 | ms/batch  5.08 | loss  4.86 | ppl   129.64
| epoch   3 | 11500/15983 batches | lr 20.00 | ms/batch  5.09 | loss  4.84 | ppl   126.06
| epoch   3 | 12000/15983 batches | lr 20.00 | ms/batch  5.08 | loss  4.83 | ppl   125.64
| epoch   3 | 12500/15983 batches | lr 20.00 | ms/batch  5.08 | loss  4.79 | ppl   120.87
| epoch   3 | 13000/15983 batches | lr 20.00 | ms/batch  5.08 | loss  4.82 | ppl   123.93
| epoch   3 | 13500/15983 batches | lr 20.00 | ms/batch  5.09 | loss  4.84 | ppl   126.21
| epoch   3 | 14000/15983 batches | lr 20.00 | ms/batch  5.08 | loss  4.85 | ppl   127.96
| epoch   3 | 14500/15983 batches | lr 20.00 | ms/batch  5.08 | loss  4.80 | ppl   121.86
| epoch   3 | 15000/15983 batches | lr 20.00 | ms/batch  5.10 | loss  4.80 | ppl   121.11
| epoch   3 | 15500/15983 batches | lr 20.00 | ms/batch  5.09 | loss  4.79 | ppl   120.68
-----------------------------------------------------------------------------------------
| end of epoch   3 | time: 81.79s | valid loss  5.04 | valid ppl   154.02
-----------------------------------------------------------------------------------------
| epoch   4 |   500/15983 batches | lr 20.00 | ms/batch  5.11 | loss  4.83 | ppl   125.68
| epoch   4 |  1000/15983 batches | lr 20.00 | ms/batch  5.22 | loss  4.84 | ppl   126.11
| epoch   4 |  1500/15983 batches | lr 20.00 | ms/batch  5.07 | loss  4.85 | ppl   127.27
| epoch   4 |  2000/15983 batches | lr 20.00 | ms/batch  5.10 | loss  4.79 | ppl   119.96
| epoch   4 |  2500/15983 batches | lr 20.00 | ms/batch  5.08 | loss  4.78 | ppl   119.38
| epoch   4 |  3000/15983 batches | lr 20.00 | ms/batch  5.08 | loss  4.82 | ppl   123.51
| epoch   4 |  3500/15983 batches | lr 20.00 | ms/batch  5.09 | loss  4.83 | ppl   125.30
| epoch   4 |  4000/15983 batches | lr 20.00 | ms/batch  5.12 | loss  4.82 | ppl   123.95
| epoch   4 |  4500/15983 batches | lr 20.00 | ms/batch  5.12 | loss  4.83 | ppl   124.93
| epoch   4 |  5000/15983 batches | lr 20.00 | ms/batch  5.09 | loss  4.83 | ppl   125.63
| epoch   4 |  5500/15983 batches | lr 20.00 | ms/batch  5.08 | loss  4.83 | ppl   125.32
| epoch   4 |  6000/15983 batches | lr 20.00 | ms/batch  5.08 | loss  4.84 | ppl   126.87
| epoch   4 |  6500/15983 batches | lr 20.00 | ms/batch  5.08 | loss  4.81 | ppl   122.15
| epoch   4 |  7000/15983 batches | lr 20.00 | ms/batch  5.15 | loss  4.82 | ppl   123.64
| epoch   4 |  7500/15983 batches | lr 20.00 | ms/batch  5.09 | loss  4.79 | ppl   119.93
| epoch   4 |  8000/15983 batches | lr 20.00 | ms/batch  5.09 | loss  4.85 | ppl   127.57
| epoch   4 |  8500/15983 batches | lr 20.00 | ms/batch  5.07 | loss  4.80 | ppl   122.06
| epoch   4 |  9000/15983 batches | lr 20.00 | ms/batch  5.07 | loss  4.77 | ppl   117.61
| epoch   4 |  9500/15983 batches | lr 20.00 | ms/batch  5.09 | loss  4.79 | ppl   119.77
| epoch   4 | 10000/15983 batches | lr 20.00 | ms/batch  5.10 | loss  4.76 | ppl   117.08
| epoch   4 | 10500/15983 batches | lr 20.00 | ms/batch  5.08 | loss  4.81 | ppl   123.11
| epoch   4 | 11000/15983 batches | lr 20.00 | ms/batch  5.08 | loss  4.82 | ppl   123.82
| epoch   4 | 11500/15983 batches | lr 20.00 | ms/batch  5.10 | loss  4.79 | ppl   120.72
| epoch   4 | 12000/15983 batches | lr 20.00 | ms/batch  5.09 | loss  4.79 | ppl   120.07
| epoch   4 | 12500/15983 batches | lr 20.00 | ms/batch  5.10 | loss  4.75 | ppl   115.53
| epoch   4 | 13000/15983 batches | lr 20.00 | ms/batch  5.09 | loss  4.78 | ppl   118.63
| epoch   4 | 13500/15983 batches | lr 20.00 | ms/batch  5.08 | loss  4.79 | ppl   120.58
| epoch   4 | 14000/15983 batches | lr 20.00 | ms/batch  5.08 | loss  4.81 | ppl   122.33
| epoch   4 | 14500/15983 batches | lr 20.00 | ms/batch  5.09 | loss  4.77 | ppl   117.62
| epoch   4 | 15000/15983 batches | lr 20.00 | ms/batch  5.08 | loss  4.76 | ppl   116.68
| epoch   4 | 15500/15983 batches | lr 20.00 | ms/batch  5.20 | loss  4.75 | ppl   116.02
-----------------------------------------------------------------------------------------
| end of epoch   4 | time: 82.05s | valid loss  5.01 | valid ppl   150.34
-----------------------------------------------------------------------------------------
| epoch   5 |   500/15983 batches | lr 20.00 | ms/batch  5.10 | loss  4.79 | ppl   120.63
| epoch   5 |  1000/15983 batches | lr 20.00 | ms/batch  5.07 | loss  4.80 | ppl   120.94
| epoch   5 |  1500/15983 batches | lr 20.00 | ms/batch  5.08 | loss  4.81 | ppl   122.35
| epoch   5 |  2000/15983 batches | lr 20.00 | ms/batch  5.09 | loss  4.75 | ppl   115.10
| epoch   5 |  2500/15983 batches | lr 20.00 | ms/batch  5.09 | loss  4.75 | ppl   115.10
| epoch   5 |  3000/15983 batches | lr 20.00 | ms/batch  5.22 | loss  4.78 | ppl   118.97
| epoch   5 |  3500/15983 batches | lr 20.00 | ms/batch  5.26 | loss  4.79 | ppl   120.68
| epoch   5 |  4000/15983 batches | lr 20.00 | ms/batch  5.11 | loss  4.78 | ppl   119.21
| epoch   5 |  4500/15983 batches | lr 20.00 | ms/batch  5.08 | loss  4.79 | ppl   120.27
| epoch   5 |  5000/15983 batches | lr 20.00 | ms/batch  5.09 | loss  4.80 | ppl   121.34
| epoch   5 |  5500/15983 batches | lr 20.00 | ms/batch  5.10 | loss  4.79 | ppl   120.69
| epoch   5 |  6000/15983 batches | lr 20.00 | ms/batch  5.14 | loss  4.81 | ppl   122.87
| epoch   5 |  6500/15983 batches | lr 20.00 | ms/batch  5.12 | loss  4.77 | ppl   118.18
| epoch   5 |  7000/15983 batches | lr 20.00 | ms/batch  5.09 | loss  4.78 | ppl   119.28
| epoch   5 |  7500/15983 batches | lr 20.00 | ms/batch  5.08 | loss  4.75 | ppl   115.97
| epoch   5 |  8000/15983 batches | lr 20.00 | ms/batch  5.12 | loss  4.81 | ppl   123.31
| epoch   5 |  8500/15983 batches | lr 20.00 | ms/batch  5.17 | loss  4.77 | ppl   117.90
| epoch   5 |  9000/15983 batches | lr 20.00 | ms/batch  5.10 | loss  4.73 | ppl   113.74
| epoch   5 |  9500/15983 batches | lr 20.00 | ms/batch  5.10 | loss  4.75 | ppl   116.02
| epoch   5 | 10000/15983 batches | lr 20.00 | ms/batch  5.10 | loss  4.73 | ppl   113.33
| epoch   5 | 10500/15983 batches | lr 20.00 | ms/batch  5.08 | loss  4.78 | ppl   119.26
| epoch   5 | 11000/15983 batches | lr 20.00 | ms/batch  5.08 | loss  4.79 | ppl   119.98
| epoch   5 | 11500/15983 batches | lr 20.00 | ms/batch  5.09 | loss  4.76 | ppl   116.71
| epoch   5 | 12000/15983 batches | lr 20.00 | ms/batch  5.08 | loss  4.76 | ppl   116.53
| epoch   5 | 12500/15983 batches | lr 20.00 | ms/batch  5.09 | loss  4.72 | ppl   112.40
| epoch   5 | 13000/15983 batches | lr 20.00 | ms/batch  5.07 | loss  4.75 | ppl   115.20
| epoch   5 | 13500/15983 batches | lr 20.00 | ms/batch  5.09 | loss  4.76 | ppl   116.88
| epoch   5 | 14000/15983 batches | lr 20.00 | ms/batch  5.09 | loss  4.78 | ppl   118.60
| epoch   5 | 14500/15983 batches | lr 20.00 | ms/batch  5.07 | loss  4.74 | ppl   114.33
| epoch   5 | 15000/15983 batches | lr 20.00 | ms/batch  5.10 | loss  4.73 | ppl   113.59
| epoch   5 | 15500/15983 batches | lr 20.00 | ms/batch  5.10 | loss  4.73 | ppl   112.96
-----------------------------------------------------------------------------------------
| end of epoch   5 | time: 82.09s | valid loss  5.00 | valid ppl   147.69
-----------------------------------------------------------------------------------------
| epoch   6 |   500/15983 batches | lr 20.00 | ms/batch  5.09 | loss  4.77 | ppl   117.51
| epoch   6 |  1000/15983 batches | lr 20.00 | ms/batch  5.08 | loss  4.77 | ppl   117.68
| epoch   6 |  1500/15983 batches | lr 20.00 | ms/batch  5.12 | loss  4.77 | ppl   118.04
| epoch   6 |  2000/15983 batches | lr 20.00 | ms/batch  5.12 | loss  4.72 | ppl   112.07
| epoch   6 |  2500/15983 batches | lr 20.00 | ms/batch  5.12 | loss  4.72 | ppl   112.11
| epoch   6 |  3000/15983 batches | lr 20.00 | ms/batch  5.10 | loss  4.75 | ppl   115.70
| epoch   6 |  3500/15983 batches | lr 20.00 | ms/batch  5.11 | loss  4.77 | ppl   117.78
| epoch   6 |  4000/15983 batches | lr 20.00 | ms/batch  5.09 | loss  4.76 | ppl   116.19
| epoch   6 |  4500/15983 batches | lr 20.00 | ms/batch  5.09 | loss  4.76 | ppl   117.03
| epoch   6 |  5000/15983 batches | lr 20.00 | ms/batch  5.07 | loss  4.77 | ppl   117.82
| epoch   6 |  5500/15983 batches | lr 20.00 | ms/batch  5.10 | loss  4.77 | ppl   118.25
| epoch   6 |  6000/15983 batches | lr 20.00 | ms/batch  5.21 | loss  4.78 | ppl   119.57
| epoch   6 |  6500/15983 batches | lr 20.00 | ms/batch  5.22 | loss  4.75 | ppl   115.06
| epoch   6 |  7000/15983 batches | lr 20.00 | ms/batch  5.16 | loss  4.75 | ppl   116.13
| epoch   6 |  7500/15983 batches | lr 20.00 | ms/batch  5.11 | loss  4.73 | ppl   112.93
| epoch   6 |  8000/15983 batches | lr 20.00 | ms/batch  5.09 | loss  4.79 | ppl   119.87
| epoch   6 |  8500/15983 batches | lr 20.00 | ms/batch  5.08 | loss  4.75 | ppl   115.32
| epoch   6 |  9000/15983 batches | lr 20.00 | ms/batch  5.14 | loss  4.71 | ppl   111.43
| epoch   6 |  9500/15983 batches | lr 20.00 | ms/batch  5.10 | loss  4.73 | ppl   113.43
| epoch   6 | 10000/15983 batches | lr 20.00 | ms/batch  5.11 | loss  4.71 | ppl   110.62
| epoch   6 | 10500/15983 batches | lr 20.00 | ms/batch  5.10 | loss  4.76 | ppl   116.64
| epoch   6 | 11000/15983 batches | lr 20.00 | ms/batch  5.09 | loss  4.76 | ppl   117.12
| epoch   6 | 11500/15983 batches | lr 20.00 | ms/batch  5.19 | loss  4.74 | ppl   114.12
| epoch   6 | 12000/15983 batches | lr 20.00 | ms/batch  5.10 | loss  4.73 | ppl   113.74
| epoch   6 | 12500/15983 batches | lr 20.00 | ms/batch  5.19 | loss  4.70 | ppl   109.94
| epoch   6 | 13000/15983 batches | lr 20.00 | ms/batch  5.19 | loss  4.72 | ppl   112.68
| epoch   6 | 13500/15983 batches | lr 20.00 | ms/batch  5.19 | loss  4.74 | ppl   114.19
| epoch   6 | 14000/15983 batches | lr 20.00 | ms/batch  5.09 | loss  4.75 | ppl   115.99
| epoch   6 | 14500/15983 batches | lr 20.00 | ms/batch  5.09 | loss  4.72 | ppl   112.06
| epoch   6 | 15000/15983 batches | lr 20.00 | ms/batch  5.09 | loss  4.72 | ppl   111.71
| epoch   6 | 15500/15983 batches | lr 20.00 | ms/batch  5.12 | loss  4.70 | ppl   110.40
-----------------------------------------------------------------------------------------
| end of epoch   6 | time: 82.36s | valid loss  4.98 | valid ppl   146.00
-----------------------------------------------------------------------------------------
=========================================================================================
| End of training | test loss  5.04 | test ppl   155.22
=========================================================================================
