Vocabulary Size:  27710
Total number of model parameters: 16.93M
| epoch   1 |   500/15983 batches | lr 20.00 | ms/batch  4.36 | loss   nan | ppl      nan
-----------------------------------------------------------------------------------------
| epoch   2 |   500/15983 batches | lr 20.00 | ms/batch  3.34 | loss   nan | ppl      nan
| epoch   2 |  1000/15983 batches | lr 20.00 | ms/batch  3.35 | loss   nan | ppl      nan
| epoch   2 |  1500/15983 batches | lr 20.00 | ms/batch  3.32 | loss   nan | ppl      nan
| epoch   2 |  2000/15983 batches | lr 20.00 | ms/batch  3.32 | loss   nan | ppl      nan
| epoch   2 |  2500/15983 batches | lr 20.00 | ms/batch  3.32 | loss   nan | ppl      nan
| epoch   2 |  3000/15983 batches | lr 20.00 | ms/batch  3.33 | loss   nan | ppl      nan
| epoch   2 |  3500/15983 batches | lr 20.00 | ms/batch  3.33 | loss   nan | ppl      nan
| epoch   2 |  4000/15983 batches | lr 20.00 | ms/batch  3.33 | loss   nan | ppl      nan
| epoch   2 |  4500/15983 batches | lr 20.00 | ms/batch  3.33 | loss   nan | ppl      nan
| epoch   2 |  5000/15983 batches | lr 20.00 | ms/batch  3.32 | loss   nan | ppl      nan
| epoch   2 |  5500/15983 batches | lr 20.00 | ms/batch  3.36 | loss   nan | ppl      nan
| epoch   2 |  6000/15983 batches | lr 20.00 | ms/batch  3.76 | loss   nan | ppl      nan
| epoch   2 |  6500/15983 batches | lr 20.00 | ms/batch  3.34 | loss   nan | ppl      nan
| epoch   2 |  7000/15983 batches | lr 20.00 | ms/batch  3.34 | loss   nan | ppl      nan
| epoch   2 |  7500/15983 batches | lr 20.00 | ms/batch  3.33 | loss   nan | ppl      nan
| epoch   2 |  8000/15983 batches | lr 20.00 | ms/batch  3.32 | loss   nan | ppl      nan
| epoch   2 |  8500/15983 batches | lr 20.00 | ms/batch  3.35 | loss   nan | ppl      nan
| epoch   2 |  9000/15983 batches | lr 20.00 | ms/batch  3.33 | loss   nan | ppl      nan
| epoch   2 |  9500/15983 batches | lr 20.00 | ms/batch  3.53 | loss   nan | ppl      nan
| epoch   2 | 10000/15983 batches | lr 20.00 | ms/batch  3.67 | loss   nan | ppl      nan
| epoch   2 | 10500/15983 batches | lr 20.00 | ms/batch  3.43 | loss   nan | ppl      nan
| epoch   2 | 11000/15983 batches | lr 20.00 | ms/batch  3.49 | loss   nan | ppl      nan
| epoch   2 | 11500/15983 batches | lr 20.00 | ms/batch  3.82 | loss   nan | ppl      nan
| epoch   2 | 12000/15983 batches | lr 20.00 | ms/batch  3.41 | loss   nan | ppl      nan
| epoch   2 | 12500/15983 batches | lr 20.00 | ms/batch  3.53 | loss   nan | ppl      nan
| epoch   2 | 13000/15983 batches | lr 20.00 | ms/batch  3.47 | loss   nan | ppl      nan
| epoch   2 | 13500/15983 batches | lr 20.00 | ms/batch  3.32 | loss   nan | ppl      nan
| epoch   2 | 14000/15983 batches | lr 20.00 | ms/batch  3.70 | loss   nan | ppl      nan
| epoch   2 | 14500/15983 batches | lr 20.00 | ms/batch  3.59 | loss   nan | ppl      nan
| epoch   2 | 15000/15983 batches | lr 20.00 | ms/batch  3.35 | loss   nan | ppl      nan
| epoch   2 | 15500/15983 batches | lr 20.00 | ms/batch  3.46 | loss   nan | ppl      nan
-----------------------------------------------------------------------------------------
| end of epoch   2 | time: 55.01s | valid loss   nan | valid ppl      nan
-----------------------------------------------------------------------------------------
| epoch   3 |   500/15983 batches | lr 5.00 | ms/batch  3.35 | loss   nan | ppl      nan
| epoch   3 |  1000/15983 batches | lr 5.00 | ms/batch  3.35 | loss   nan | ppl      nan
| epoch   3 |  1500/15983 batches | lr 5.00 | ms/batch  3.36 | loss   nan | ppl      nan
| epoch   3 |  2000/15983 batches | lr 5.00 | ms/batch  3.34 | loss   nan | ppl      nan
| epoch   3 |  2500/15983 batches | lr 5.00 | ms/batch  3.35 | loss   nan | ppl      nan
| epoch   3 |  3000/15983 batches | lr 5.00 | ms/batch  3.34 | loss   nan | ppl      nan
| epoch   3 |  3500/15983 batches | lr 5.00 | ms/batch  3.33 | loss   nan | ppl      nan
| epoch   3 |  4000/15983 batches | lr 5.00 | ms/batch  3.33 | loss   nan | ppl      nan
| epoch   3 |  4500/15983 batches | lr 5.00 | ms/batch  3.33 | loss   nan | ppl      nan
| epoch   3 |  5000/15983 batches | lr 5.00 | ms/batch  3.33 | loss   nan | ppl      nan
| epoch   3 |  5500/15983 batches | lr 5.00 | ms/batch  3.35 | loss   nan | ppl      nan
| epoch   3 |  6000/15983 batches | lr 5.00 | ms/batch  3.33 | loss   nan | ppl      nan
| epoch   3 |  6500/15983 batches | lr 5.00 | ms/batch  3.33 | loss   nan | ppl      nan
| epoch   3 |  7000/15983 batches | lr 5.00 | ms/batch  3.34 | loss   nan | ppl      nan
| epoch   3 |  7500/15983 batches | lr 5.00 | ms/batch  3.38 | loss   nan | ppl      nan
| epoch   3 |  8000/15983 batches | lr 5.00 | ms/batch  3.35 | loss   nan | ppl      nan
| epoch   3 |  8500/15983 batches | lr 5.00 | ms/batch  3.34 | loss   nan | ppl      nan
| epoch   3 |  9000/15983 batches | lr 5.00 | ms/batch  3.33 | loss   nan | ppl      nan
| epoch   3 |  9500/15983 batches | lr 5.00 | ms/batch  3.34 | loss   nan | ppl      nan
| epoch   3 | 10000/15983 batches | lr 5.00 | ms/batch  3.35 | loss   nan | ppl      nan
| epoch   3 | 10500/15983 batches | lr 5.00 | ms/batch  3.36 | loss   nan | ppl      nan
| epoch   3 | 11000/15983 batches | lr 5.00 | ms/batch  3.33 | loss   nan | ppl      nan
| epoch   3 | 11500/15983 batches | lr 5.00 | ms/batch  3.34 | loss   nan | ppl      nan
| epoch   3 | 12000/15983 batches | lr 5.00 | ms/batch  3.52 | loss   nan | ppl      nan
| epoch   3 | 12500/15983 batches | lr 5.00 | ms/batch  3.70 | loss   nan | ppl      nan
| epoch   3 | 13000/15983 batches | lr 5.00 | ms/batch  3.85 | loss   nan | ppl      nan
| epoch   3 | 13500/15983 batches | lr 5.00 | ms/batch  3.42 | loss   nan | ppl      nan
| epoch   3 | 14000/15983 batches | lr 5.00 | ms/batch  3.70 | loss   nan | ppl      nan
| epoch   3 | 14500/15983 batches | lr 5.00 | ms/batch  3.53 | loss   nan | ppl      nan
| epoch   3 | 15000/15983 batches | lr 5.00 | ms/batch  3.36 | loss   nan | ppl      nan
| epoch   3 | 15500/15983 batches | lr 5.00 | ms/batch  3.34 | loss   nan | ppl      nan
-----------------------------------------------------------------------------------------
| end of epoch   3 | time: 54.56s | valid loss   nan | valid ppl      nan
-----------------------------------------------------------------------------------------
| epoch   4 |   500/15983 batches | lr 1.25 | ms/batch  3.35 | loss   nan | ppl      nan
| epoch   4 |  1000/15983 batches | lr 1.25 | ms/batch  3.34 | loss   nan | ppl      nan
| epoch   4 |  1500/15983 batches | lr 1.25 | ms/batch  3.36 | loss   nan | ppl      nan
| epoch   4 |  2000/15983 batches | lr 1.25 | ms/batch  3.35 | loss   nan | ppl      nan
| epoch   4 |  2500/15983 batches | lr 1.25 | ms/batch  3.36 | loss   nan | ppl      nan
| epoch   4 |  3000/15983 batches | lr 1.25 | ms/batch  3.35 | loss   nan | ppl      nan
| epoch   4 |  3500/15983 batches | lr 1.25 | ms/batch  3.34 | loss   nan | ppl      nan
| epoch   4 |  4000/15983 batches | lr 1.25 | ms/batch  3.40 | loss   nan | ppl      nan
| epoch   4 |  4500/15983 batches | lr 1.25 | ms/batch  3.34 | loss   nan | ppl      nan
| epoch   4 |  5000/15983 batches | lr 1.25 | ms/batch  3.43 | loss   nan | ppl      nan
| epoch   4 |  5500/15983 batches | lr 1.25 | ms/batch  3.35 | loss   nan | ppl      nan
| epoch   4 |  6000/15983 batches | lr 1.25 | ms/batch  3.33 | loss   nan | ppl      nan
| epoch   4 |  6500/15983 batches | lr 1.25 | ms/batch  3.33 | loss   nan | ppl      nan
| epoch   4 |  7000/15983 batches | lr 1.25 | ms/batch  3.36 | loss   nan | ppl      nan
| epoch   4 |  7500/15983 batches | lr 1.25 | ms/batch  3.36 | loss   nan | ppl      nan
| epoch   4 |  8000/15983 batches | lr 1.25 | ms/batch  3.33 | loss   nan | ppl      nan
| epoch   4 |  8500/15983 batches | lr 1.25 | ms/batch  3.37 | loss   nan | ppl      nan
| epoch   4 |  9000/15983 batches | lr 1.25 | ms/batch  3.33 | loss   nan | ppl      nan
| epoch   4 |  9500/15983 batches | lr 1.25 | ms/batch  3.32 | loss   nan | ppl      nan
| epoch   4 | 10000/15983 batches | lr 1.25 | ms/batch  3.45 | loss   nan | ppl      nan
| epoch   4 | 10500/15983 batches | lr 1.25 | ms/batch  3.44 | loss   nan | ppl      nan
| epoch   4 | 11000/15983 batches | lr 1.25 | ms/batch  3.38 | loss   nan | ppl      nan
| epoch   4 | 11500/15983 batches | lr 1.25 | ms/batch  3.37 | loss   nan | ppl      nan
| epoch   4 | 12000/15983 batches | lr 1.25 | ms/batch  3.35 | loss   nan | ppl      nan
| epoch   4 | 12500/15983 batches | lr 1.25 | ms/batch  3.35 | loss   nan | ppl      nan
| epoch   4 | 13000/15983 batches | lr 1.25 | ms/batch  3.46 | loss   nan | ppl      nan
| epoch   4 | 13500/15983 batches | lr 1.25 | ms/batch  3.40 | loss   nan | ppl      nan
| epoch   4 | 14000/15983 batches | lr 1.25 | ms/batch  3.34 | loss   nan | ppl      nan
| epoch   4 | 14500/15983 batches | lr 1.25 | ms/batch  3.35 | loss   nan | ppl      nan
| epoch   4 | 15000/15983 batches | lr 1.25 | ms/batch  3.41 | loss   nan | ppl      nan
| epoch   4 | 15500/15983 batches | lr 1.25 | ms/batch  3.37 | loss   nan | ppl      nan
-----------------------------------------------------------------------------------------
| end of epoch   4 | time: 54.08s | valid loss   nan | valid ppl      nan
-----------------------------------------------------------------------------------------
| epoch   5 |   500/15983 batches | lr 0.31 | ms/batch  3.37 | loss   nan | ppl      nan
| epoch   5 |  1000/15983 batches | lr 0.31 | ms/batch  3.34 | loss   nan | ppl      nan
| epoch   5 |  1500/15983 batches | lr 0.31 | ms/batch  3.33 | loss   nan | ppl      nan
| epoch   5 |  2000/15983 batches | lr 0.31 | ms/batch  3.35 | loss   nan | ppl      nan
| epoch   5 |  2500/15983 batches | lr 0.31 | ms/batch  3.33 | loss   nan | ppl      nan
| epoch   5 |  3000/15983 batches | lr 0.31 | ms/batch  3.33 | loss   nan | ppl      nan
| epoch   5 |  3500/15983 batches | lr 0.31 | ms/batch  3.34 | loss   nan | ppl      nan
| epoch   5 |  4000/15983 batches | lr 0.31 | ms/batch  3.35 | loss   nan | ppl      nan
| epoch   5 |  4500/15983 batches | lr 0.31 | ms/batch  3.35 | loss   nan | ppl      nan
| epoch   5 |  5000/15983 batches | lr 0.31 | ms/batch  3.34 | loss   nan | ppl      nan
| epoch   5 |  5500/15983 batches | lr 0.31 | ms/batch  3.33 | loss   nan | ppl      nan
| epoch   5 |  6000/15983 batches | lr 0.31 | ms/batch  3.40 | loss   nan | ppl      nan
| epoch   5 |  6500/15983 batches | lr 0.31 | ms/batch  3.36 | loss   nan | ppl      nan
| epoch   5 |  7000/15983 batches | lr 0.31 | ms/batch  3.34 | loss   nan | ppl      nan
| epoch   5 |  7500/15983 batches | lr 0.31 | ms/batch  3.33 | loss   nan | ppl      nan
| epoch   5 |  8000/15983 batches | lr 0.31 | ms/batch  3.33 | loss   nan | ppl      nan
| epoch   5 |  8500/15983 batches | lr 0.31 | ms/batch  3.36 | loss   nan | ppl      nan
| epoch   5 |  9000/15983 batches | lr 0.31 | ms/batch  3.41 | loss   nan | ppl      nan
| epoch   5 |  9500/15983 batches | lr 0.31 | ms/batch  3.33 | loss   nan | ppl      nan
| epoch   5 | 10000/15983 batches | lr 0.31 | ms/batch  3.33 | loss   nan | ppl      nan
| epoch   5 | 10500/15983 batches | lr 0.31 | ms/batch  3.33 | loss   nan | ppl      nan
| epoch   5 | 11000/15983 batches | lr 0.31 | ms/batch  3.33 | loss   nan | ppl      nan
| epoch   5 | 11500/15983 batches | lr 0.31 | ms/batch  3.35 | loss   nan | ppl      nan
| epoch   5 | 12000/15983 batches | lr 0.31 | ms/batch  3.35 | loss   nan | ppl      nan
| epoch   5 | 12500/15983 batches | lr 0.31 | ms/batch  3.33 | loss   nan | ppl      nan
| epoch   5 | 13000/15983 batches | lr 0.31 | ms/batch  3.33 | loss   nan | ppl      nan
| epoch   5 | 13500/15983 batches | lr 0.31 | ms/batch  3.36 | loss   nan | ppl      nan
| epoch   5 | 14000/15983 batches | lr 0.31 | ms/batch  3.33 | loss   nan | ppl      nan
| epoch   5 | 14500/15983 batches | lr 0.31 | ms/batch  3.33 | loss   nan | ppl      nan
| epoch   5 | 15000/15983 batches | lr 0.31 | ms/batch  3.33 | loss   nan | ppl      nan
| epoch   5 | 15500/15983 batches | lr 0.31 | ms/batch  3.34 | loss   nan | ppl      nan
-----------------------------------------------------------------------------------------
| end of epoch   5 | time: 53.72s | valid loss   nan | valid ppl      nan
-----------------------------------------------------------------------------------------
| epoch   6 |   500/15983 batches | lr 0.08 | ms/batch  3.34 | loss   nan | ppl      nan
| epoch   6 |  1000/15983 batches | lr 0.08 | ms/batch  3.36 | loss   nan | ppl      nan
| epoch   6 |  1500/15983 batches | lr 0.08 | ms/batch  3.33 | loss   nan | ppl      nan
| epoch   6 |  2000/15983 batches | lr 0.08 | ms/batch  3.34 | loss   nan | ppl      nan
| epoch   6 |  2500/15983 batches | lr 0.08 | ms/batch  3.34 | loss   nan | ppl      nan
| epoch   6 |  3000/15983 batches | lr 0.08 | ms/batch  3.34 | loss   nan | ppl      nan
| epoch   6 |  3500/15983 batches | lr 0.08 | ms/batch  3.32 | loss   nan | ppl      nan
| epoch   6 |  4000/15983 batches | lr 0.08 | ms/batch  3.38 | loss   nan | ppl      nan
| epoch   6 |  4500/15983 batches | lr 0.08 | ms/batch  3.38 | loss   nan | ppl      nan
| epoch   6 |  5000/15983 batches | lr 0.08 | ms/batch  3.62 | loss   nan | ppl      nan
| epoch   6 |  5500/15983 batches | lr 0.08 | ms/batch  3.51 | loss   nan | ppl      nan
| epoch   6 |  6000/15983 batches | lr 0.08 | ms/batch  3.45 | loss   nan | ppl      nan
| epoch   6 |  6500/15983 batches | lr 0.08 | ms/batch  3.52 | loss   nan | ppl      nan
| epoch   6 |  7000/15983 batches | lr 0.08 | ms/batch  3.43 | loss   nan | ppl      nan
| epoch   6 |  7500/15983 batches | lr 0.08 | ms/batch  3.57 | loss   nan | ppl      nan
| epoch   6 |  8000/15983 batches | lr 0.08 | ms/batch  3.69 | loss   nan | ppl      nan
| epoch   6 |  8500/15983 batches | lr 0.08 | ms/batch  3.45 | loss   nan | ppl      nan
| epoch   6 |  9000/15983 batches | lr 0.08 | ms/batch  3.34 | loss   nan | ppl      nan
| epoch   6 |  9500/15983 batches | lr 0.08 | ms/batch  3.39 | loss   nan | ppl      nan
| epoch   6 | 10000/15983 batches | lr 0.08 | ms/batch  3.39 | loss   nan | ppl      nan
| epoch   6 | 10500/15983 batches | lr 0.08 | ms/batch  3.33 | loss   nan | ppl      nan
| epoch   6 | 11000/15983 batches | lr 0.08 | ms/batch  3.33 | loss   nan | ppl      nan
| epoch   6 | 11500/15983 batches | lr 0.08 | ms/batch  3.40 | loss   nan | ppl      nan
| epoch   6 | 12000/15983 batches | lr 0.08 | ms/batch  3.47 | loss   nan | ppl      nan
| epoch   6 | 12500/15983 batches | lr 0.08 | ms/batch  3.84 | loss   nan | ppl      nan
| epoch   6 | 13000/15983 batches | lr 0.08 | ms/batch  3.57 | loss   nan | ppl      nan
| epoch   6 | 13500/15983 batches | lr 0.08 | ms/batch  3.47 | loss   nan | ppl      nan
| epoch   6 | 14000/15983 batches | lr 0.08 | ms/batch  3.42 | loss   nan | ppl      nan
| epoch   6 | 14500/15983 batches | lr 0.08 | ms/batch  3.61 | loss   nan | ppl      nan
| epoch   6 | 15000/15983 batches | lr 0.08 | ms/batch  3.47 | loss   nan | ppl      nan
| epoch   6 | 15500/15983 batches | lr 0.08 | ms/batch  3.56 | loss   nan | ppl      nan
-----------------------------------------------------------------------------------------
| end of epoch   6 | time: 55.70s | valid loss   nan | valid ppl      nan
-----------------------------------------------------------------------------------------
=========================================================================================
| End of training | test loss   nan | test ppl      nan
=========================================================================================
